,論文の発行年,論文が発行された媒体,媒体の巻号,論文タイトル,著者,媒体のページ数
3957,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22139 強制腐朽処理による柱脚接合部の評価(部材性能(3),腐朽・蟻害,構造III)",野田 康信 / 森 満範 / 戸田 正彦 / 森 拓郎,277-278
3958,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22140 一般的な木造建築の建設・改修・解体で生じる環境負荷の低減に向けた基礎的研究 : その1 築49年～74年の木造建築物の解体で発生した木材の劣化状況調査(部材性能(3),腐朽・蟻害,構造III)",山口 謙太郎 / 小山 智幸 / 田中 隼斗,279-280
3959,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22141 アメリカカンザイシロアリ食害材の非破壊評価と曲げ強度性能(部材性能(3),腐朽・蟻害,構造III)",簗瀬 佳之 / 森 拓郎 / 吉村 剛,281-282
3960,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22142 引抜きとせん断を同時に受ける釘接合部の耐力(接合具,構造III)",青山 昇洋 / 井戸田 秀樹,283-284
3961,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22143 釘長さが合板を側材とする一面せん断接合に及ぼす影響について : その2 詳細な実験的検証と考察(接合具,構造III)",松本 幸司 / 野口 弘行 / 内山 善明,285-286
3962,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22144 地域材を使用した構造接合部及び接合金物の強度に関する実験的研究 : その1 材料実験(接合具,構造III)",西村 彰敏 / 川本 聖一 / 城田 真則,287-288
3963,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22145 地域材を使用した構造接合部及び接合金物の強度に関する実験的研究 : その2 接合部金物実験(接合具,構造III)",城田 真則 / 川本 聖一 / 西村 彰敏,289-290
3964,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22146 地域材を使用した構造接合部及び接合金物の強度に関する実験的研究 : その3 設計耐力と実験結果の比較(接合具,構造III)",川本 聖一 / 城田 真則 / 西村 彰敏,291-292
3965,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22147 釘接合部の仕様が繊維直交加力釘接合部の荷重-変位関係に与える影響(接合具,構造III)",澤田 圭,293-294
3966,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22148 CLT-木ねじ接合部の降伏理論適用のための支圧強度試験(接合具,構造III)",岡部 実 / 安村 基 / 小林 研治,295-296
3967,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22149 圧密スギ材を使用した木質構造接合法の開発 : (その4)圧密木質接合具の柱脚接合部への適用(各種接合部(1),構造III)",出元 裕子 / 嶝本 太志 / 姜 暁光 / 田中 圭 / 井上 正文,297-298
3968,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22150 新型ボルト接合の耐力に関する研究 : その1 端あきが繊維に垂直なめり込み特性に及ぼす影響(各種接合部(1),構造III)",佐多 賢人 / 手塚 升 / 田中 淳子 / 輿石 直幸 / 垣沼 輝太 / 加藤 俊行,299-300
3969,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22151 新型ボルト接合の耐力に関する研究 : その2 端あきおよびドリフトピン間隔が繊維に平行なめりこみ特性に及ぼす影響(各種接合部(1),構造III)",垣沼 輝太 / 手塚 升 / 田中 淳子 / 輿石 直幸 / 佐多 賢人 / 加藤 俊行,301-302
3970,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22152 被災ラーメン柱脚部へのエポキシ樹脂注入工法による補修効果の検証(各種接合部(1),構造III)",紀本 享 / 岡本 滋史 / 杉本 貴之 / 村上 雅英,303-304
3971,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22153 安定したエネルギー吸収が可能な高剛性・高靭性木質ラーメン接合法(各種接合部(1),構造III)",岩田 真奈美 / 荒木 慶一 / 遠藤 俊貴 / 吉田 亘利,305-306
3972,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22154 φ65mm丸鋼ジベルを用いた接合部耐力試験(各種接合部(1),構造III)",角野 大介 / 村上 勝英 / 岡本 滋史 / 村上 雅英,307-308
3973,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22155 木質シアープレート接合の開発(XIII) : 施工性を考慮して木質シアープレートにテーパーを設けた場合の接合性能(各種接合部(2),構造III)",嶝本 太志 / 姜 暁光 / 出元 裕子 / 田中 圭 / 井上 正文,309-310
3974,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22156 プレカット加工された腰掛鎌継ぎの引張強度特性(各種接合部(2),構造III)",塚崎 英世 / 梅津 二郎 / 小松 幸夫 / 鈴木 通友,311-312
3975,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22157 太径ケヤキ丸柱の金輪継手性能(各種接合部(2),構造III)",軽部 正彦 / 岡部 実 / 立石 一,313-314
3976,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22158 追掛継の曲げ性能 : 塑性域の回転剛性評価式の提案(各種接合部(2),構造III)",小林 良洋 / 蒲池 健 / 稲山 正弘,315-316
3977,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22159 継手の長い合わせ梁接合部に関する研究(各種接合部(2),構造III)",蒲池 健 / 井上 雅文,317-318
3978,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,22160 Bending properties of wood column connection with cross-type connector,PARK Moon-Jae / PARK Joo-Saeng,319-320
3979,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22161 長ほぞ差し込栓打ち接合部の力学的挙動に関する実験研究 : その2 実験概要と考察(各種接合部(3),構造III)",村田 裕優 / 坂田 弘安 / 山崎 義弘 / 宇田川 洋隆 / 大橋 好光,321-322
3980,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22162 長ほぞ差し込栓打ち接合部の力学的挙動に関する実験研究 : その3 接合部曲げ解析(各種接合部(3),構造III)",宇田川 洋隆 / 坂田 弘安 / 山崎 義弘 / 大橋 好光,323-324
3981,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22163 木材の局部変形を考慮した長ほぞ込栓打ち仕口部の簡易力学モデル(各種接合部(3),構造III)",船坂 佳伸 / 西村 督,325-326
3982,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22164 差鴨井構法における単方差・三方差仕口の構造性能(各種接合部(3),構造III)",野村 良太 / 八尾 眞太郎 / 桝井 健 / 高木 利季,327-328
3983,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22165 渡りあご接合部の曲げ強度特性(各種接合部(3),構造III)",定成 政憲,329-330
3984,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22166 蛇腹形状を有する仕口金物の大変形性能に関する研究(各種接合部(3),構造III)",田口 朝康 / 角屋 治克 / 西田 重徳 / 宇田川 亮,331-332
3985,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22167 樹種や等級の違いがラグスクリューボルト接合具の引抜耐力に与える影響(機械定着接合,構造III)",槙田 剛 / 森 拓郎 / 村西 大介 / 中谷 誠,333-334
3986,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22168 大径ボルト羽形状による引張接合性能に関する研究 : その1 実験目的・概要(機械定着接合,構造III)",那須 秀行 / 方波見 雅彦 / 野口 弘行,335-336
3987,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22169 大径ボルト羽形状による引張接合性能に関する研究 : その2 実験結果・考察(機械定着接合,構造III)",方波見 雅彦 / 那須 秀行 / 野口 弘行,337-338
3988,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22170 LSB交差挿入接合法の開発(機械定着接合,構造III)",中谷 誠 / 森 拓郎 / 小松 幸平,339-340
3989,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22171 ラグスクリューボルトと鋼板挿入式ドリフトピン接合を用いた木質接合部の曲げせん断挙動に関する実験研究 : その1 実験概要・結果(機械定着接合,構造III)",鈴木 賢人 / 坂田 弘安 / 宮木 志伸 / 伊東 洋路 / 藤代 東 / 大口 仁 / 小谷 竜城,341-342
3990,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22172 ラグスクリューボルトと鋼板挿入式ドリフトピン接合を用いた木質接合部の曲げせん断挙動に関する実験研究 : その2 接合部の断面解析(機械定着接合,構造III)",宮城 志伸 / 坂田 弘安 / 山崎 義弘 / 伊東 洋路 / 藤代 東 / 大口 仁 / 小谷 竜城,343-344
3991,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22173 接合金物と接着剤を併用した木材接合法における強度について : (その13)焼きなましにより変形性能を改善した接合金物を用いた柱-梁接合部のモーメント抵抗性能(GIR接合(1),構造III)",野口 雄司 / 天雲 梨沙 / 田中 圭 / 井上 正文,345-346
3992,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22174 木材の接合部補強にアラミド繊維棒を用いた場合の構造特性に関する研究 : その1・中心孔加工形状の単純引張実験(GIR接合(1),構造III)",杉山 耕平 / 青木 亮 / 小川 徹 / 高木 仁之 / 鈴木 康平 / 梶川 久光,347-348
3993,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22175 木材の接合部補強にアラミド繊維棒を用いた場合の構造特性に関する研究 : その2・中心孔加工形状の実験結果と評価方法(GIR接合(1),構造III)",小川 徹 / 高木 仁之 / 杉山 耕平 / 青木 亮 / 鈴木 康平 / 梶川 久光,349-350
3994,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22176 木材の接合部補強にアラミド繊維棒を用いた場合の構造特性に関する研究 : その3・側面両側溝加工形状の実験結果(GIR接合(1),構造III)",鈴木 康平 / 高木 仁之 / 杉山 耕平 / 青木 亮 / 小川 徹 / 梶川 久光,351-352
3995,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22177 接合金物と接着剤を併用した木材接合法の強度発現機構について : (その9)繊維直交方向引抜きにおける縁距離が強度性能に与える影響(GIR接合(1),構造III)",天雲 梨沙 / 野口 雄司 / 田中 圭 / 森 拓郎 / 井上 正文,353-354
3996,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22178 複合応力を受けるGIR接合部の接合性能に関する研究 : (その1)曲げと引張を同時に受ける場合の強度性能(GIR接合(1),構造III)",姜 暁光 / 嶝本 太志 / 出元 裕子 / 田中 圭 / 井上 正文,355-356
3997,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22179 全ねじボルト埋め込み接着接合部の基本性状に関する研究 : その11 一部付着を除去したASC接合の接合実験概要(GIR接合(2),構造III)",野口 弘行 / 本岡 淳一 / 深澤 大樹 / 片桐 徹 / 内山 義明,357-358
3998,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22180 全ねじボルト埋め込み接着接合部の基本性状に関する研究 : その12 一部付着を除去したASC接合の接合実験結果(GIR接合(2),構造III)",野口 弘行 / 本岡 淳一 / 深澤 大樹 / 片桐 徹 / 内山 義明,359-360
3999,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22181 全ねじボルト埋め込み接着接合部の基本性状に関する研究 : その13 ASC接合による木質ラーメン構造の水平加力実験(GIR接合(2),構造III)",本岡 淳一 / 内山 善明 / 片桐 徹 / 野口 弘行 / 深澤 大樹,361-362
4000,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22182 全ねじボルト埋め込み接着接合部の基本性状に関する研究 : その14 ASC接合による木質ラーメン構造の剛性・耐力の評価(GIR接合(2),構造III)",深澤 大樹 / 本岡 淳一 / 片桐 徹 / 野口 弘行 / 内山 善明,363-364
4001,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22183 全ねじボルト埋め込み接着接合部の基本性状に関する研究 : その10 曲げモーメントとせん断力が同時に作用する接合部の歪分布(GIR接合(2),構造III)",金井 健徳 / 野口 弘行 / 那須 秀行 / 本岡 淳一 / 深澤 大樹,365-366
4002,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22184 接着ボルトを用いた木質ラーメン構造に関する接合部実験(GIR接合(2),構造III)",竹内 規裕 / 五十田 博 / 北村 俊夫 / 神谷 章太,367-368
4003,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22185 北海道産カラマツ集成材を用いた木質ラーメンフレームの構造性能に関する研究 : その1 門型フレームを対象とした水平加力試験(木質ラーメン,構造III)",千葉 隆弘 / 戸田 正彦 / 小林 敏道 / 前田 憲太郎 / 植松 武是 / 苫米地 司,369-370
4004,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22186 高剛性・高耐力・高エネルギー吸収性能の木造ラーメンの開発に関する実験的研究 : その1. 柱梁接合部のせん断加力実験と十字型骨組の水平加力実験(木質ラーメン,構造III)",古賀 武司 / 塩屋 晋一 / 比良 朋香,371-372
4005,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22187 高剛性・高耐力・高エネルギー吸収性能の木造ラーメンの開発に関する実験的研究 : その2. 実験結果と柱梁接合部のせん断補強効果(木質ラーメン,構造III)",比良 朋香 / 塩屋 晋一 / 古賀 武司,373-374
4006,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22188 門型ラーメンの設計法の検証 : その1 門型フレーム試験(木質ラーメン,構造III)",志村 智 / 山口 和弘 / 畠山 太志 / 宮澤 健二 / 稲山 正弘,375-376
4007,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22189 門型ラーメンの設計法の検証 : その2 接合部試験(木質ラーメン,構造III)",畠山 太志 / 山口 和弘 / 志村 智 / 宮澤 健二 / 稲山 正弘,377-378
4008,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22190 門型ラーメンの設計法の検証 : その3 設計法の検証(木質ラーメン,構造III)",山口 和弘 / 志村 智 / 畠山 太志 / 宮澤 健二 / 稲山 正弘,379-380
4009,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22191 インドネシア伝統木造建築物の耐震性の検討 : (その3)静的水平載荷実験のシミュレーション解析(伝統建築物特性・設計法(1),構造III)",廣末 真一 / 石塚 悠伍 / 高橋 遥希 / 宮本 慎宏 / 多幾山 法子 / 林 康裕,381-382
4010,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22192 インドネシア伝統木造建築物の耐震性の検討 : (その4)調査建物の耐震性評価(伝統建築物特性・設計法(1),構造III)",石塚 悠伍 / 廣末 真一 / 高橋 遥希 / 宮本 慎宏 / 多幾山 法子 / 林 康裕,383-384
4011,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22193 微動測定を通じた韓国伝統木造建物の振動特性に関する研究 : 麗水鎭南館(ヨスジンナムガァン)を対象に(伝統建築物特性・設計法(1),構造III)",金 善旭 / 千葉 一樹 / 藤田 香織,385-386
4012,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22194 修復後の隆徳殿の水平加力実験 : 阮朝・太廟・昭敬殿の修復計画(その3)(伝統建築物特性・設計法(1),構造III)",小野 泰 / 白井 裕泰 / 中川 武,387-388
4013,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22195 常時微動測定による隆徳殿の振動特性調査 : 阮朝・太廟・昭敬殿の修原計画(その4)(伝統建築物特性・設計法(1),構造III)",齋藤 嘉一 / 朝光 拓也 / 藤田 香織 / 白井 裕泰,389-390
4014,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22196 伝統的木造建物の地震時挙動評価に関する実験的研究 : (その1)研究目的と振動台実験の概要(伝統建築物特性・設計法(2),構造III)",林 康裕 / 杉野 未奈 / 浪江 和隆 / 高橋 遥希 / 宮本 慎宏 / 多幾山 法子 / 大西 良広,391-392
4015,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22197 伝統的木造建物の地震時挙動評価に関する実験的研究 : (その2)常時微動計測結果に基づく最大応答予測(伝統建築物特性・設計法(2),構造III)",杉野 未奈 / 浪江 和隆 / 高橋 遥希 / 宮本 慎宏 / 多幾山 法子 / 大西 良広 / 林 康裕,393-394
4016,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22198 伝統的木造建物の地震時挙動評価に関する実験的研究 : (その3)パルス性地震動に対する最大応答予測と衝突可能性評価(伝統建築物特性・設計法(2),構造III)",宮本 慎宏 / 杉野 未奈 / 浪江 和隆 / 高橋 遥希 / 多幾山 法子 / 林 康裕,395-396
4017,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22199 伝統的木造建物の地震時挙動評価に関する実験的研究 : (その4)衝突実験結果とシミュレーション解析(伝統建築物特性・設計法(2),構造III)",高橋 遥希 / 杉野 未奈 / 浪江 和隆 / 宮本 慎宏 / 多幾山 法子 / 林 康裕,397-398
4018,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22200 伝統的木造軸組構法による京町家の耐震性能 : 個別要素法を用いたシミュレーション解析(伝統建築物特性・設計法(2),構造III)",高林 弘樹 / 中川 貴文 / 高橋 徹,399-400
4019,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22201 伝統木造軸組の実大振動台実験 : その1 実験方法と実験結果(伝統建築物特性・設計法(2),構造III)",栗原 嵩明 / 楠 寿博 / 望月 英二 / 櫛部 淳道 / 井上 泰彦 / 久家 英夫,401-402
4020,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22202 伝統木造軸組の実大振動台実験 : その2 実験結果の検討と地震応答解析(伝統建築物特性・設計法(2),構造III)",楠 寿博 / 栗原 嵩明 / 望月 英二 / 櫛部 淳道 / 井上 泰彦 / 久家 英夫,403-404
4021,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22203 木小舞土壁を有する梁通し型伝統構法木造住宅の構造性能評価に関する研究 : その7:東北地方太平洋沖地震における実験住宅の地震応答/実験経過(伝統建築物特性・設計法(3),構造III)",土肥 孝徳 / 松野 浩一 / 菅原 淳一 / 山辺 豊彦 / 板倉 三男 / 経塚 貴之,405-406
4022,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22204 木小舞土壁を有する梁通し型伝統構法木造住宅の構造性能評価に関する研究 : その8:東北地方太平洋沖地震における実験住宅の地震応答/地震測定結果の考察(伝統建築物特性・設計法(3),構造III)",松野 浩一 / 菅原 淳一 / 土肥 孝徳 / 山辺 豊彦 / 板倉 三男 / 経塚 貴之,407-408
4023,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22205 常時微動測定に基づく伝統的木造住宅の構造性能評価に関する研究 : その1 常時微動時1次固有振動数と簡易解析に基づく最大耐力との関係性(伝統建築物特性・設計法(3),構造III)",野口 卓也 / 千葉 一樹 / 栗田 哲,409-410
4024,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22206 地域文化を活かす歴史的街並群の再生のための工学的アプローチ : その3 岡山県高梁市に基づく町家の多角的評価に関する基礎的研究(伝統建築物特性・設計法(3),構造III)",喜多内 美江 / 野口 弘行 / 内山 善明 / 小林 正人 / 酒井 孝司 / 小林 正美,411-412
4025,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22207 岡山県高梁市における伝統的町家の構造特性に関する研究 : その5 1/3縮小モデルの振動台実験における水平構面補強効果に関する考察(伝統建築物特性・設計法(3),構造III)",渡邊 康志 / 野口 弘行 / 梶川 久光 / 野城 龍一,413-414
4026,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22208 円覚寺舎利殿を対象とした歴史的木構造物の立体フレーム構造解析 : その7 :振動固有値解析によるモデル化の検討(伝統建築物特性・設計法(3),構造III)",大塚 怜 / 高島 英幸,415-416
4027,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22209 鎌倉地域における伝統的木造建築物の構造性能評価 : その2 建長寺山門・円覚寺山門・光明寺山門の常時微動測定と重量算定(伝統建築物特性・設計法(3),構造III)",千葉 一樹 / 藤田 香織 / 栗田 哲,417-418
4028,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22210 木材の乾燥方法、背割り等が長ほぞ差し込み栓接合部の力学性能に及ぼす影響(伝統構法部位・構造要素(1),構造III)",槌本 敬大,419-420
4029,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22211 木材の乾燥方法と干割れの進展に関する研究(伝統構法部位・構造要素(1),構造III)",津田 千尋 / 槌本 敬大,421-422
4030,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22212 伝統木造仕口の横圧縮特性 : その5 いくつかの樹種のめり込み特性(伝統構法部位・構造要素(1),構造III)",大岡 優 / 棚橋 秀光 / 伊津野 和行 / 鈴木 祥之,423-424
4031,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22213 伝統木造仕口の横圧縮特性 : その6 実大部材のめり込み試験Hシリーズ(伝統構法部位・構造要素(1),構造III)",棚橋 秀光 / 大岡 優 / 伊津野 和行 / 鈴木 祥之,425-426
4032,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22214 柱-差鴨居接合部の力学特性に関する実験的研究(伝統構法部位・構造要素(1),構造III)",松本 拓也 / 多幾山 法子 / 林 康裕,427-428
4033,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22215 襟輪付き鼻栓接合部のモーメント抵抗性能(伝統構法部位・構造要素(1),構造III)",吉岡 雅人 / 大橋 好光,429-430
4034,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22216 伝統構法木造軸組の柱-横架材仕口接合部の力学的特性の解明 : (その1)めり込み摩擦力の検討(伝統構法部位・構造要素(2),構造III)",寺田 有希 / 三浦 悠 / 後藤 正美 / 鈴木 祥之,431-432
4035,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22217 伝統構法木造軸組の柱-横架材仕口接合部の力学的特性の解明 : その2 定式化と妥当性の検証(伝統構法部位・構造要素(2),構造III)",三浦 悠 / 寺田 有希 / 後藤 正美 / 鈴木 祥之,433-434
4036,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22218 差鴨居構法の強度性能に関する研究 : その11 各種小壁の面内せん断実験(伝統構法部位・構造要素(2),構造III)",早崎 洋一 / 荘所 直哉 / 三芳 紀美子 / 大橋 好光,435-436
4037,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22219 差鴨居構法の強度性能に関する研究 : その12 垂れ壁付き独立柱における柱-差鴨居接合部の影響(伝統構法部位・構造要素(2),構造III)",荘所 直哉 / 早崎 洋一 / 三芳 紀美子 / 大橋 好光,437-438
4038,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22220 有限要素解析による組物を有する柱の座屈挙動に関する研究 : その1 欠込を有する柱の座屈解析(伝統構法部位・構造要素(2),構造III)",大熊 徹 / 瀧野 敦夫 / 功刀 厚志 / 宮本 裕司 / 田代 靖彦 / 鈴木 祥之,439-440
4039,2011,"学術講演梗概集. C-1, 構造III, 木質構造, 鉄骨構造, 鉄骨鉄筋コンクリート構造",2011,"22221 有限要素解析による組物を有する柱の座屈挙動に関する研究 : その2 組物を有する柱の座屈解析(伝統構法部位・構造要素(2),構造III)",瀧野 敦夫 / 大熊 徹 / 功刀 厚志 / 宮本 裕司 / 田代 靖彦 / 鈴木 祥之,441-442
